image_id,split,cls,xmin,ymin,xmax,ymax,difficult,truncated,occluded,width,height,box_w,box_h,box_area,aspect_ratio,norm_area
2010_000530,val,car,168,203,237,230,0,0,1,500,375,70,28,1960,2.5,0.010453333333333334
2010_000530,val,person,1,183,132,375,0,1,0,500,375,132,193,25476,0.6839378238341969,0.135872
2010_000536,val,cat,211,45,334,175,0,0,0,375,500,124,131,16244,0.9465648854961832,0.08663466666666667
2010_000536,val,cat,238,183,365,434,0,0,0,375,500,128,252,32256,0.5079365079365079,0.172032
2010_000536,val,cat,3,206,144,346,0,0,0,375,500,142,141,20022,1.0070921985815602,0.106784
2010_000537,val,train,136,206,299,255,0,0,1,500,375,164,50,8200,3.28,0.04373333333333333
2010_000541,val,aeroplane,37,17,394,323,0,0,0,500,336,358,307,109906,1.1661237785016287,0.6542023809523809
2010_000547,val,sheep,133,245,168,276,0,0,0,500,375,36,32,1152,1.125,0.006144
2010_000548,val,cow,20,108,194,374,0,1,1,500,390,175,267,46725,0.6554307116104869,0.23961538461538462
2010_000548,val,person,143,106,285,390,0,0,1,500,390,143,285,40755,0.5017543859649123,0.209
2010_000548,val,person,126,80,366,390,0,1,1,500,390,241,311,74951,0.77491961414791,0.3843641025641026
2010_000552,val,cat,110,119,500,375,0,0,0,500,375,391,257,100487,1.5214007782101167,0.5359306666666667
2010_000552,val,cat,1,60,298,305,0,1,1,500,375,298,246,73308,1.2113821138211383,0.390976
2010_000553,val,cat,37,3,500,375,0,1,0,500,375,464,373,173072,1.2439678284182305,0.9230506666666667
2010_000559,val,person,167,35,273,281,0,0,1,500,281,107,247,26429,0.4331983805668016,0.1881067615658363
2010_000559,val,person,2,1,283,281,0,1,0,500,281,282,281,79242,1.00355871886121,0.564
2010_000559,val,boat,1,179,296,281,0,1,1,500,281,296,103,30488,2.8737864077669903,0.2169964412811388
2010_000562,val,sheep,106,109,363,415,0,0,0,375,500,258,307,79206,0.8403908794788274,0.422432
2010_000562,val,sheep,51,123,138,272,0,0,1,375,500,88,150,13200,0.5866666666666667,0.0704
2010_000562,val,sheep,161,1,258,119,0,1,0,375,500,98,119,11662,0.8235294117647058,0.062197333333333334
2010_000562,val,sheep,1,1,146,125,0,1,0,375,500,146,125,18250,1.168,0.09733333333333333
2010_000562,val,sheep,354,64,375,178,1,1,0,375,500,22,115,2530,0.19130434782608696,0.013493333333333333
2010_000562,val,sheep,345,28,375,95,1,1,0,375,500,31,68,2108,0.45588235294117646,0.011242666666666666
2010_000562,val,sheep,340,7,375,43,0,1,1,375,500,36,37,1332,0.972972972972973,0.007104
2010_000562,val,sheep,131,1,167,79,1,1,1,375,500,37,79,2923,0.46835443037974683,0.015589333333333334
2010_000572,val,aeroplane,59,159,434,235,0,0,0,500,332,376,77,28952,4.883116883116883,0.17440963855421687
2010_000573,val,bus,101,61,448,346,0,0,0,500,377,348,286,99528,1.2167832167832169,0.528
2010_000573,val,person,450,254,471,303,0,0,0,500,377,22,50,1100,0.44,0.005835543766578249
2010_000573,val,person,463,259,482,309,0,0,0,500,377,20,51,1020,0.39215686274509803,0.005411140583554377
2010_000573,val,person,305,225,326,272,0,1,0,500,377,22,48,1056,0.4583333333333333,0.005602122015915119
2010_000573,val,bottle,203,175,221,251,0,0,0,500,377,19,77,1463,0.24675324675324675,0.007761273209549072
2010_000573,val,person,150,251,168,269,0,1,0,500,377,19,19,361,1.0,0.0019151193633952254
2010_000574,val,dog,173,102,412,334,0,1,1,500,334,240,233,55920,1.0300429184549356,0.3348502994011976
2010_000574,val,person,1,1,252,290,0,1,0,500,334,252,290,73080,0.8689655172413793,0.43760479041916167
2010_000582,val,car,1,41,459,375,0,1,0,500,375,459,335,153765,1.3701492537313433,0.82008
2010_000583,val,motorbike,44,14,427,363,0,0,0,500,375,384,350,134400,1.0971428571428572,0.7168
2010_000586,val,cat,13,79,500,375,0,0,0,500,375,488,297,144936,1.6430976430976432,0.772992
2010_000590,val,car,59,102,239,290,0,0,0,333,500,181,189,34209,0.9576719576719577,0.20545945945945945
2010_000590,val,car,246,180,290,205,0,1,1,333,500,45,26,1170,1.7307692307692308,0.007027027027027027
2010_000590,val,car,227,182,258,211,0,1,0,333,500,32,30,960,1.0666666666666667,0.005765765765765766
2010_000590,val,car,52,187,96,217,1,1,1,333,500,45,31,1395,1.4516129032258065,0.008378378378378378
2010_000590,val,bicycle,1,183,38,270,0,1,0,333,500,38,88,3344,0.4318181818181818,0.020084084084084085
2010_000602,val,chair,300,127,343,184,0,1,1,360,270,44,58,2552,0.7586206896551724,0.026255144032921812
2010_000602,val,cat,287,190,315,224,0,0,0,360,270,29,35,1015,0.8285714285714286,0.01044238683127572
2010_000602,val,chair,155,169,221,213,1,1,1,360,270,67,45,3015,1.488888888888889,0.031018518518518518
2010_000602,val,chair,47,170,112,198,1,1,1,360,270,66,29,1914,2.2758620689655173,0.01969135802469136
2010_000603,val,bus,103,65,432,295,0,0,0,500,375,330,231,76230,1.4285714285714286,0.40656
2010_000603,val,person,81,174,105,218,0,0,0,500,375,25,45,1125,0.5555555555555556,0.006
2010_000604,val,car,14,28,109,125,0,1,0,500,333,96,98,9408,0.9795918367346939,0.056504504504504505
2010_000604,val,car,35,84,454,279,0,0,0,500,333,420,196,82320,2.142857142857143,0.4944144144144144
2010_000604,val,person,1,1,28,153,1,1,0,500,333,28,153,4284,0.1830065359477124,0.02572972972972973
2010_000608,val,dog,31,11,458,412,0,1,0,500,413,428,402,172056,1.064676616915423,0.8332009685230024
2010_000617,val,person,157,61,445,375,0,1,0,500,375,289,315,91035,0.9174603174603174,0.48552
2010_000621,val,bird,101,136,361,334,0,0,0,500,334,261,199,51939,1.3115577889447236,0.3110119760479042
2010_000621,val,bird,3,49,240,241,0,0,1,500,334,238,193,45934,1.233160621761658,0.27505389221556886
2010_000622,val,aeroplane,9,132,360,254,0,0,0,500,375,352,123,43296,2.861788617886179,0.230912
2010_000624,val,bicycle,1,1,500,368,0,1,0,500,375,500,368,184000,1.358695652173913,0.9813333333333333
2010_000628,val,car,148,213,312,293,0,0,0,500,375,165,81,13365,2.037037037037037,0.07128
2010_000633,val,train,1,45,396,172,0,1,1,500,375,396,128,50688,3.09375,0.270336
2010_000635,val,dog,1,1,368,330,0,0,0,500,375,368,330,121440,1.1151515151515152,0.64768
2010_000639,val,pottedplant,236,77,423,357,0,0,0,500,375,188,281,52828,0.6690391459074733,0.28174933333333335
2010_000639,val,dog,119,161,230,344,0,0,0,500,375,112,184,20608,0.6086956521739131,0.10990933333333333
2010_000639,val,chair,1,1,113,304,0,1,0,500,375,113,304,34352,0.3717105263157895,0.18321066666666666
2010_000646,val,chair,1,272,123,375,0,1,0,500,375,123,104,12792,1.1826923076923077,0.068224
2010_000646,val,chair,124,178,197,282,0,0,1,500,375,74,105,7770,0.7047619047619048,0.04144
2010_000647,val,cat,29,174,281,334,0,0,0,487,500,253,161,40733,1.5714285714285714,0.16728131416837783
2010_000647,val,person,46,18,487,500,1,1,1,487,500,442,483,213486,0.9151138716356108,0.8767392197125257
2010_000655,val,dog,3,11,304,277,0,1,0,500,281,302,267,80634,1.1310861423220975,0.5739074733096086
2010_000665,val,cat,46,128,475,304,0,0,0,500,375,430,177,76110,2.4293785310734464,0.40592
2010_000666,val,horse,17,72,384,296,0,0,1,500,333,368,225,82800,1.6355555555555557,0.4972972972972973
2010_000666,val,person,190,30,285,165,0,0,0,500,333,96,136,13056,0.7058823529411765,0.07841441441441442
2010_000669,val,diningtable,1,301,230,373,0,1,0,500,375,230,73,16790,3.1506849315068495,0.08954666666666666
2010_000669,val,chair,53,267,122,316,0,1,0,500,375,70,50,3500,1.4,0.018666666666666668
2010_000669,val,chair,1,314,111,374,0,1,0,500,375,111,61,6771,1.819672131147541,0.036112
2010_000669,val,tvmonitor,200,124,271,176,0,0,0,500,375,72,53,3816,1.3584905660377358,0.020352
2010_000669,val,pottedplant,309,73,384,178,0,0,0,500,375,76,106,8056,0.7169811320754716,0.042965333333333335
2010_000679,val,person,344,83,367,146,0,0,0,412,291,24,64,1536,0.375,0.012811530377339606
2010_000679,val,person,301,117,326,152,0,1,0,412,291,26,36,936,0.7222222222222222,0.007807026323691322
2010_000679,val,boat,79,113,161,169,0,0,0,412,291,83,57,4731,1.456140350877193,0.03946051446301672
2010_000682,val,bus,94,35,339,211,0,0,0,500,252,246,177,43542,1.3898305084745763,0.3455714285714286
2010_000682,val,person,442,110,458,139,0,0,0,500,252,17,30,510,0.5666666666666667,0.004047619047619047
2010_000682,val,car,41,116,86,137,0,0,1,500,252,46,22,1012,2.090909090909091,0.008031746031746032
2010_000683,val,cat,1,126,361,334,0,1,1,500,334,361,209,75449,1.7272727272727273,0.45179041916167667
2010_000683,val,cat,273,58,500,266,0,1,1,500,334,228,209,47652,1.0909090909090908,0.28534131736526946
2010_000683,val,cat,1,23,336,201,0,1,1,500,334,336,179,60144,1.8770949720670391,0.3601437125748503
2010_000689,val,car,38,1,168,76,0,1,0,500,333,131,76,9956,1.7236842105263157,0.059795795795795796
2010_000689,val,car,1,89,63,181,0,1,0,500,333,63,93,5859,0.6774193548387096,0.03518918918918919
2010_000689,val,bus,109,1,395,223,0,1,1,500,333,287,223,64001,1.2869955156950672,0.3843903903903904
2010_000689,val,bus,245,1,500,333,0,1,0,500,333,256,333,85248,0.7687687687687688,0.512
2010_000690,val,dog,88,162,283,294,0,1,1,500,306,196,133,26068,1.4736842105263157,0.17037908496732027
2010_000690,val,person,265,29,500,302,1,1,1,500,306,236,274,64664,0.8613138686131386,0.422640522875817
2010_000692,val,cat,74,11,355,371,0,0,1,500,375,282,361,101802,0.7811634349030471,0.542944
2010_000695,val,motorbike,162,128,345,232,0,0,1,500,375,184,105,19320,1.7523809523809524,0.10304
2010_000695,val,person,199,88,287,250,0,0,1,500,375,89,163,14507,0.5460122699386503,0.07737066666666667
2010_000697,val,person,12,150,132,281,0,1,1,500,333,121,132,15972,0.9166666666666666,0.09592792792792793
2010_000697,val,person,158,124,305,275,0,1,1,500,333,148,152,22496,0.9736842105263158,0.1351111111111111
2010_000697,val,person,299,54,409,288,0,1,1,500,333,111,235,26085,0.4723404255319149,0.15666666666666668
2010_000697,val,person,401,177,500,333,0,1,0,500,333,100,157,15700,0.6369426751592356,0.0942942942942943
2010_000697,val,person,427,155,494,212,0,1,1,500,333,68,58,3944,1.1724137931034482,0.023687687687687687
2010_000697,val,bottle,45,239,81,333,0,1,0,500,333,37,95,3515,0.3894736842105263,0.021111111111111112
2010_000697,val,diningtable,3,273,410,333,0,1,0,500,333,408,61,24888,6.688524590163935,0.14947747747747747
2010_000705,val,tvmonitor,115,190,202,250,0,0,0,500,375,88,61,5368,1.4426229508196722,0.028629333333333333
2010_000705,val,chair,317,207,448,307,0,0,1,500,375,132,101,13332,1.306930693069307,0.071104
2010_000705,val,chair,197,292,500,375,1,1,0,500,375,304,84,25536,3.619047619047619,0.136192
2010_000711,val,car,46,1,500,172,0,1,0,500,332,455,172,78260,2.645348837209302,0.4714457831325301
2010_000711,val,car,1,1,74,162,1,1,1,500,332,74,162,11988,0.4567901234567901,0.07221686746987951
2010_000712,val,cat,95,36,500,374,0,1,0,500,375,406,339,137634,1.1976401179941003,0.734048
2010_000722,val,car,21,102,486,389,0,0,1,500,398,466,288,134208,1.6180555555555556,0.6744120603015076
2010_000722,val,person,190,10,311,155,0,1,1,500,398,122,146,17812,0.8356164383561644,0.0895075376884422
2010_000722,val,person,288,26,433,246,0,1,1,500,398,146,221,32266,0.6606334841628959,0.16214070351758794
2010_000722,val,person,401,1,488,146,0,1,1,500,398,88,146,12848,0.6027397260273972,0.06456281407035176
2010_000724,val,cat,94,49,265,269,0,0,0,266,400,172,221,38012,0.7782805429864253,0.3572556390977444
2010_000726,val,bus,52,44,376,440,0,0,0,454,493,325,397,129025,0.818639798488665,0.5764625461304071
2010_000726,val,bus,391,38,454,442,0,1,0,454,493,64,405,25920,0.1580246913580247,0.11580631037163461
2010_000726,val,bus,1,105,62,410,1,1,0,454,493,62,306,18972,0.20261437908496732,0.084763785508127
2010_000727,val,sheep,183,204,307,262,0,1,0,500,375,125,59,7375,2.1186440677966103,0.03933333333333333
2010_000727,val,sheep,135,117,293,228,0,0,1,500,375,159,112,17808,1.4196428571428572,0.094976
2010_000729,val,boat,279,163,359,233,0,0,0,500,375,81,71,5751,1.1408450704225352,0.030672
2010_000729,val,boat,245,222,287,247,0,0,0,500,375,43,26,1118,1.6538461538461537,0.0059626666666666665
2010_000729,val,boat,1,217,72,243,1,1,0,500,375,72,27,1944,2.6666666666666665,0.010368
2010_000731,val,dog,11,47,195,288,0,1,0,500,375,185,242,44770,0.7644628099173554,0.23877333333333334
2010_000731,val,dog,166,73,425,290,0,1,0,500,375,260,218,56680,1.1926605504587156,0.30229333333333336
2010_000735,val,sheep,122,65,382,357,0,0,1,500,375,261,293,76473,0.8907849829351536,0.407856
2010_000735,val,sheep,1,87,119,342,0,1,0,500,375,119,256,30464,0.46484375,0.16247466666666666
2010_000735,val,sheep,155,204,269,344,0,1,1,500,375,115,141,16215,0.8156028368794326,0.08648
2010_000737,val,pottedplant,49,174,223,396,0,0,0,375,500,175,223,39025,0.7847533632286996,0.20813333333333334
2010_000737,val,cat,183,251,375,428,0,0,0,375,500,193,178,34354,1.0842696629213484,0.18322133333333335
2010_000738,val,person,91,84,387,375,0,1,0,500,375,297,292,86724,1.0171232876712328,0.462528
2010_000738,val,tvmonitor,367,119,434,189,0,0,1,500,375,68,71,4828,0.9577464788732394,0.025749333333333332
2010_000738,val,tvmonitor,307,120,368,170,0,0,1,500,375,62,51,3162,1.2156862745098038,0.016864
2010_000738,val,bottle,60,147,77,190,0,0,0,500,375,18,44,792,0.4090909090909091,0.004224
2010_000743,val,train,147,136,393,263,0,0,0,500,375,247,128,31616,1.9296875,0.16861866666666667
2010_000744,val,motorbike,24,41,469,318,0,0,0,500,375,446,278,123988,1.60431654676259,0.6612693333333334
2010_000744,val,person,270,1,438,235,0,1,1,500,375,169,235,39715,0.7191489361702128,0.21181333333333333
2010_000749,val,horse,63,135,307,307,0,0,0,500,332,245,173,42385,1.416184971098266,0.25533132530120484
2010_000754,val,diningtable,53,206,396,333,0,1,1,500,333,344,128,44032,2.6875,0.26445645645645643
2010_000754,val,chair,13,233,139,333,0,1,0,500,333,127,101,12827,1.2574257425742574,0.07703903903903904
2010_000754,val,chair,185,234,335,333,0,1,0,500,333,151,100,15100,1.51,0.09069069069069069
2010_000754,val,chair,284,216,406,333,0,1,1,500,333,123,118,14514,1.0423728813559323,0.08717117117117117
2010_000754,val,chair,284,194,382,333,0,1,1,500,333,99,140,13860,0.7071428571428572,0.08324324324324324
2010_000754,val,chair,81,205,155,236,0,1,1,500,333,75,32,2400,2.34375,0.014414414414414415
2010_000754,val,chair,165,198,216,224,1,1,1,500,333,52,27,1404,1.9259259259259258,0.008432432432432432
2010_000754,val,bottle,185,143,213,156,1,0,0,500,333,29,14,406,2.0714285714285716,0.0024384384384384386
2010_000754,val,bottle,188,122,213,135,1,0,0,500,333,26,14,364,1.8571428571428572,0.0021861861861861864
2010_000754,val,bottle,186,113,208,124,1,1,0,500,333,23,12,276,1.9166666666666667,0.0016576576576576576
2010_000759,val,person,222,122,271,290,0,0,0,500,375,50,169,8450,0.2958579881656805,0.045066666666666665
2010_000761,val,dog,157,43,266,187,0,0,0,500,333,110,145,15950,0.7586206896551724,0.0957957957957958
2010_000761,val,dog,230,222,331,331,0,0,1,500,333,102,110,11220,0.9272727272727272,0.06738738738738739
2010_000761,val,chair,78,8,356,288,0,0,1,500,333,279,281,78399,0.9928825622775801,0.47086486486486484
2010_000761,val,chair,337,226,471,333,1,1,1,500,333,135,108,14580,1.25,0.08756756756756756
2010_000764,val,train,1,90,500,334,0,1,0,500,334,500,245,122500,2.0408163265306123,0.7335329341317365
2010_000771,val,dog,49,46,442,470,0,0,0,461,500,394,425,167450,0.9270588235294117,0.7264642082429501
2010_000778,val,person,95,25,363,332,0,1,1,500,332,269,308,82852,0.8733766233766234,0.49910843373493974
2010_000778,val,person,174,63,401,332,0,1,0,500,332,228,270,61560,0.8444444444444444,0.3708433734939759
2010_000786,val,person,350,259,376,323,0,0,0,500,375,27,65,1755,0.4153846153846154,0.00936
2010_000786,val,person,316,259,343,325,0,0,0,500,375,28,67,1876,0.417910447761194,0.010005333333333333
2010_000786,val,train,1,180,500,274,0,1,1,500,375,500,95,47500,5.2631578947368425,0.25333333333333335
2010_000788,val,dog,73,77,398,251,0,0,1,500,375,326,175,57050,1.8628571428571428,0.3042666666666667
2010_000791,val,cat,56,85,343,374,0,0,0,500,375,288,290,83520,0.993103448275862,0.44544
2010_000792,val,person,95,190,374,375,0,1,0,500,375,280,186,52080,1.5053763440860215,0.27776
2010_000792,val,person,379,238,500,375,0,1,0,500,375,122,138,16836,0.8840579710144928,0.089792
2010_000792,val,person,351,201,464,375,0,1,1,500,375,114,175,19950,0.6514285714285715,0.1064
2010_000792,val,person,262,178,395,318,0,1,1,500,375,134,141,18894,0.950354609929078,0.100768
2010_000792,val,person,111,187,197,289,0,1,1,500,375,87,103,8961,0.8446601941747572,0.047792
2010_000792,val,bottle,129,189,145,235,1,0,1,500,375,17,47,799,0.3617021276595745,0.004261333333333333
2010_000792,val,person,259,195,293,260,0,1,1,500,375,35,66,2310,0.5303030303030303,0.01232
2010_000792,val,person,296,132,407,224,0,1,1,500,375,112,93,10416,1.2043010752688172,0.055552
2010_000792,val,person,348,211,384,241,0,1,0,500,375,37,31,1147,1.1935483870967742,0.006117333333333333
2010_000792,val,person,36,239,166,364,1,1,1,500,375,131,126,16506,1.0396825396825398,0.088032
2010_000797,val,bus,374,180,500,232,0,1,1,500,375,127,53,6731,2.3962264150943398,0.03589866666666667
2010_000797,val,bus,58,169,250,234,0,0,1,500,375,193,66,12738,2.9242424242424243,0.067936
2010_000797,val,person,384,246,443,318,0,0,0,500,375,60,73,4380,0.821917808219178,0.02336
2010_000797,val,person,34,190,54,264,0,0,0,500,375,21,75,1575,0.28,0.0084
2010_000797,val,person,360,226,380,249,0,1,0,500,375,21,24,504,0.875,0.002688
2010_000797,val,person,174,226,190,259,0,0,0,500,375,17,34,578,0.5,0.0030826666666666667
2010_000797,val,person,150,224,170,257,0,0,0,500,375,21,34,714,0.6176470588235294,0.003808
2010_000797,val,person,446,203,464,237,0,0,0,500,375,19,35,665,0.5428571428571428,0.0035466666666666667
2010_000797,val,person,484,204,500,235,0,0,0,500,375,17,32,544,0.53125,0.0029013333333333335
2010_000797,val,person,467,199,483,234,0,0,0,500,375,17,36,612,0.4722222222222222,0.003264
2010_000802,val,aeroplane,255,127,436,246,0,0,0,500,375,182,120,21840,1.5166666666666666,0.11648
2010_000805,val,dog,215,57,479,374,0,1,0,500,375,265,318,84270,0.8333333333333334,0.44944
2010_000805,val,bottle,74,105,255,375,0,1,0,500,375,182,271,49322,0.6715867158671587,0.26305066666666665
2010_000811,val,dog,58,78,357,303,0,0,0,500,307,300,226,67800,1.3274336283185841,0.44169381107491856
2010_000814,val,bird,1,62,273,500,0,1,0,375,500,273,439,119847,0.621867881548975,0.639184
2010_000814,val,bird,210,176,375,500,0,1,1,375,500,166,325,53950,0.5107692307692308,0.28773333333333334
2010_000821,val,sofa,1,203,258,371,0,1,0,500,375,258,169,43602,1.5266272189349113,0.232544
2010_000821,val,chair,249,202,340,375,0,1,1,500,375,92,174,16008,0.5287356321839081,0.085376
2010_000821,val,chair,399,195,459,255,0,1,0,500,375,61,61,3721,1.0,0.019845333333333333
2010_000821,val,chair,476,209,500,261,1,1,1,500,375,25,53,1325,0.4716981132075472,0.007066666666666666
2010_000821,val,chair,335,239,453,375,0,1,0,500,375,119,137,16303,0.8686131386861314,0.08694933333333334
2010_000821,val,diningtable,275,242,500,375,0,1,1,500,375,226,134,30284,1.6865671641791045,0.16151466666666667
2010_000822,val,sheep,69,39,473,375,0,1,0,500,375,405,337,136485,1.2017804154302671,0.72792
2010_000828,val,cat,179,113,357,353,0,0,0,500,375,179,241,43139,0.7427385892116183,0.23007466666666668
2010_000829,val,bicycle,32,14,496,357,0,0,0,500,375,465,344,159960,1.3517441860465116,0.85312
2010_000829,val,motorbike,4,83,80,130,0,0,1,500,375,77,48,3696,1.6041666666666667,0.019712
2010_000830,val,sofa,67,146,396,294,0,0,1,500,375,330,149,49170,2.214765100671141,0.26224
2010_000831,val,sheep,18,200,185,317,0,0,0,500,368,168,118,19824,1.423728813559322,0.10773913043478262
2010_000831,val,sheep,189,133,426,303,0,0,1,500,368,238,171,40698,1.391812865497076,0.22118478260869565
2010_000831,val,sheep,216,219,324,289,0,1,1,500,368,109,71,7739,1.5352112676056338,0.04205978260869565
2010_000831,val,sheep,242,218,373,303,0,1,1,500,368,132,86,11352,1.5348837209302326,0.06169565217391304
2010_000836,val,bird,208,110,290,255,0,0,0,500,405,83,146,12118,0.5684931506849316,0.05984197530864198
2010_000846,val,dog,1,10,333,464,0,1,0,333,500,333,455,151515,0.7318681318681318,0.91
2010_000865,val,train,62,92,500,257,0,1,0,500,375,439,166,72874,2.644578313253012,0.38866133333333336
2010_000865,val,person,21,164,37,205,0,0,0,500,375,17,42,714,0.40476190476190477,0.003808
2010_000865,val,person,43,166,61,208,1,0,1,500,375,19,43,817,0.4418604651162791,0.004357333333333334
2010_000865,val,person,33,169,45,206,1,0,0,500,375,13,38,494,0.34210526315789475,0.0026346666666666667
2010_000865,val,car,1,172,16,208,0,1,0,500,375,16,37,592,0.43243243243243246,0.003157333333333333
2010_000865,val,person,53,164,65,205,1,1,1,500,375,13,42,546,0.30952380952380953,0.002912
2010_000866,val,sheep,78,127,353,349,0,0,0,480,360,276,223,61548,1.2376681614349776,0.35618055555555556
2010_000866,val,person,256,1,388,307,0,1,1,480,360,133,307,40831,0.43322475570032576,0.23629050925925926
2010_000866,val,bottle,459,56,474,114,0,0,0,480,360,16,59,944,0.2711864406779661,0.005462962962962963
2010_000870,val,dog,251,50,445,320,0,0,0,500,375,195,271,52845,0.7195571955719557,0.28184
2010_000874,val,horse,8,130,176,452,0,1,1,315,500,169,323,54587,0.5232198142414861,0.346584126984127
2010_000874,val,horse,94,96,315,490,0,1,0,315,500,222,395,87690,0.5620253164556962,0.5567619047619048
2010_000875,val,cat,165,101,326,325,0,0,0,500,375,162,225,36450,0.72,0.1944
2010_000876,val,pottedplant,2,38,491,360,0,1,0,500,360,490,323,158270,1.5170278637770898,0.8792777777777778
2010_000883,val,dog,93,269,500,468,0,1,1,500,468,408,200,81600,2.04,0.3487179487179487
2010_000883,val,person,42,40,397,468,0,1,1,500,468,356,429,152724,0.8298368298368298,0.6526666666666666
2010_000889,val,dog,83,91,255,429,0,0,0,375,500,173,339,58647,0.5103244837758112,0.312784
2010_000893,val,pottedplant,365,1,428,41,0,1,0,500,375,64,41,2624,1.5609756097560976,0.013994666666666667
2010_000893,val,tvmonitor,235,60,285,110,1,0,1,500,375,51,51,2601,1.0,0.013872
2010_000893,val,pottedplant,286,47,317,106,0,1,0,500,375,32,60,1920,0.5333333333333333,0.01024
2010_000893,val,bicycle,111,22,344,254,0,0,0,500,375,234,233,54522,1.0042918454935623,0.290784
2010_000897,val,bottle,259,135,350,311,0,0,0,500,375,92,177,16284,0.519774011299435,0.086848
2010_000898,val,bicycle,12,41,495,324,0,0,0,500,333,484,284,137456,1.704225352112676,0.8255615615615616
2010_000904,val,dog,59,1,500,400,0,1,0,500,400,442,400,176800,1.105,0.884
2010_000906,val,boat,159,99,364,263,0,0,0,500,378,206,165,33990,1.2484848484848485,0.17984126984126983
2010_000907,val,cow,218,150,482,356,0,0,0,500,375,265,207,54855,1.2801932367149758,0.29256
2010_000907,val,cow,22,269,179,353,0,0,0,500,375,158,85,13430,1.8588235294117648,0.07162666666666667
2010_000915,val,diningtable,116,387,374,498,0,1,0,375,500,259,112,29008,2.3125,0.15470933333333334
2010_000915,val,chair,157,305,193,404,1,1,0,375,500,37,100,3700,0.37,0.019733333333333332
2010_000915,val,bottle,188,283,242,433,0,0,0,375,500,55,151,8305,0.36423841059602646,0.04429333333333333
2010_000915,val,person,1,221,139,451,0,1,1,375,500,139,231,32109,0.6017316017316018,0.171248
2010_000918,val,bird,80,50,147,117,0,0,0,375,500,68,68,4624,1.0,0.024661333333333334
2010_000923,val,horse,23,30,473,329,0,0,0,500,351,451,300,135300,1.5033333333333334,0.770940170940171
2010_000927,val,motorbike,17,9,477,340,0,0,0,500,344,461,332,153052,1.3885542168674698,0.8898372093023256
2010_000928,val,car,204,175,333,225,0,0,0,500,375,130,51,6630,2.549019607843137,0.03536
2010_000929,val,motorbike,95,279,156,327,0,0,0,334,500,62,49,3038,1.2653061224489797,0.018191616766467064
2010_000929,val,person,103,261,129,309,0,0,0,334,500,27,49,1323,0.5510204081632653,0.007922155688622754
2010_000931,val,tvmonitor,237,70,340,176,0,0,0,500,333,104,107,11128,0.9719626168224299,0.06683483483483484
2010_000931,val,tvmonitor,128,63,239,170,0,0,0,500,333,112,108,12096,1.037037037037037,0.07264864864864864
2010_000931,val,person,42,238,147,333,1,1,0,500,333,106,96,10176,1.1041666666666667,0.06111711711711712
2010_000941,val,cat,1,133,276,500,0,1,0,343,500,276,368,101568,0.75,0.5922332361516035
2010_000944,val,chair,68,312,321,375,1,1,0,500,375,254,64,16256,3.96875,0.08669866666666666
2010_000944,val,tvmonitor,218,105,351,221,0,0,1,500,375,134,117,15678,1.1452991452991452,0.083616
2010_000944,val,bottle,386,195,411,267,0,0,0,500,375,26,73,1898,0.3561643835616438,0.010122666666666667
2010_000944,val,bottle,111,199,132,272,0,0,0,500,375,22,74,1628,0.2972972972972973,0.008682666666666667
2010_000944,val,bottle,147,233,189,248,1,1,0,500,375,43,16,688,2.6875,0.0036693333333333335
2010_000944,val,bottle,8,200,43,239,1,1,1,500,375,36,40,1440,0.9,0.00768
2010_000944,val,bottle,96,199,118,217,1,1,0,500,375,23,19,437,1.2105263157894737,0.0023306666666666667
2010_000944,val,person,23,86,342,375,0,1,1,500,375,320,290,92800,1.103448275862069,0.49493333333333334
2010_000945,val,person,113,84,370,375,0,1,0,500,375,258,292,75336,0.8835616438356164,0.401792
2010_000947,val,bus,288,78,463,294,0,0,0,500,375,176,217,38192,0.8110599078341014,0.20369066666666666
2010_000947,val,bus,56,144,293,285,0,1,0,500,375,238,142,33796,1.676056338028169,0.18024533333333334
2010_000947,val,car,460,221,500,257,0,1,0,500,375,41,37,1517,1.1081081081081081,0.008090666666666666
2010_000948,val,cat,1,10,258,196,0,1,0,500,375,258,187,48246,1.3796791443850267,0.257312
2010_000948,val,cat,198,75,338,209,0,1,1,500,375,141,135,19035,1.0444444444444445,0.10152
2010_000948,val,cat,324,57,499,212,0,1,0,500,375,176,156,27456,1.1282051282051282,0.146432
2010_000952,val,car,46,57,479,309,0,0,0,500,375,434,253,109802,1.715415019762846,0.5856106666666666
2010_000955,val,train,101,189,500,287,0,1,0,500,345,400,99,39600,4.040404040404041,0.22956521739130434
2010_000956,val,bird,172,26,198,47,0,0,0,375,500,27,22,594,1.2272727272727273,0.003168
2010_000956,val,bird,109,400,129,413,1,0,0,375,500,21,14,294,1.5,0.001568
2010_000956,val,bird,40,394,57,404,1,0,0,375,500,18,11,198,1.6363636363636365,0.001056
2010_000959,val,person,405,92,465,277,0,1,0,500,333,61,186,11346,0.3279569892473118,0.06814414414414414
2010_000959,val,train,200,1,500,331,0,1,0,500,333,301,331,99631,0.9093655589123867,0.5983843843843843
2010_000961,val,bird,130,132,258,320,0,0,0,373,500,129,189,24381,0.6825396825396826,0.13072922252010724
2010_000968,val,dog,307,217,434,303,0,0,0,500,375,128,87,11136,1.471264367816092,0.059392
